RowID,Name,Name_English,Prep_Time,Cook_Time,CatID,Type,Type_English,Page,Mom_Recipe_Ind,Ingredientes,Direcciones,Text,Ingredients_English,Directions_English,English_Full_Text
11,Dip de Aguacate,Avocado Dip,10,10,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",13,0,1 Aguacate<br>¼ taza de crema de vaca<br>2 chiles verdes (serranos) Sal al gusto<br>,"Todos los ingredientes licuados a que queden bien molidos. <br>Sírvelos en una cazuela, o tazón acompáñalo con tortillas tostadas y/o  papas fritas.","1 Aguacate<br>¼ taza de crema de vaca<br>2 chiles verdes (serranos) Sal al gusto<br><br>Todos los ingredientes licuados a que queden bien molidos. <br>Sírvelos en una cazuela, o tazón acompáñalo con tortillas tostadas y/o  papas fritas.",1 avocado<br>¼ cup cream of cow<br>2 green chilies (serrano) Salt to taste<br>,"All the blended ingredients to be well ground.<br>Serve them in a casserole, or bowl with toasted tortillas and / or French fries.","1 avocado<br>¼ cup cream of cow<br>2 green chilies (serrano) Salt to taste<br><br>All the blended ingredients to be well ground.<br>Serve them in a casserole, or bowl with toasted tortillas and / or French fries."
12,Dip de Crema con Piña,Pineapple Cream Dip,10,10,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",13,0,"1 queso crema (8 oz)<br>¼ de  taza de leche<br>1 cucharada de cebolla finamente picada<br>½  tallo de apio, finamente picado<br>1 rebanadas de piña<br>","En la batidora ablanda el queso crema.   A mano agrégale la cebolla, apio y la piña.  Forma una pelota y cúbrelo con nuez picada para adornar.","1 queso crema (8 oz)<br>¼ de  taza de leche<br>1 cucharada de cebolla finamente picada<br>½  tallo de apio, finamente picado<br>1 rebanadas de piña<br><br>En la batidora ablanda el queso crema.   A mano agrégale la cebolla, apio y la piña.  Forma una pelota y cúbrelo con nuez picada para adornar.","1 cream cheese (8 oz)<br>¼ cup of milk<br>1 tablespoon finely chopped onion<br>½ stalk celery, finely chopped<br>1 slices of pineapple<br>","In the mixer, soften the cream cheese. By hand add the onion, celery and pineapple. Shape into a ball and cover with chopped walnut to garnish.","1 cream cheese (8 oz)<br>¼ cup of milk<br>1 tablespoon finely chopped onion<br>½ stalk celery, finely chopped<br>1 slices of pineapple<br><br>In the mixer, soften the cream cheese. By hand add the onion, celery and pineapple. Shape into a ball and cover with chopped walnut to garnish."
13,Dip de Chipotles,Chipotle Dip,10,10,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",13,0,¼  de litro de crema <br>1 queso crema (8 oz) <br>1 chile chipotle adobado de lata<br>1 cucharadita de consomé de pollo en polvo<br>,Licúa  los  cuatro  ingredientes  ya  que  estén  bien  integrados  refrigéralo  por  30  minutos  antes  de servirlo.,¼  de litro de crema <br>1 queso crema (8 oz) <br>1 chile chipotle adobado de lata<br>1 cucharadita de consomé de pollo en polvo<br><br>Licúa  los  cuatro  ingredientes  ya  que  estén  bien  integrados  refrigéralo  por  30  minutos  antes  de servirlo.,¼ liter of cream<br>1 cream cheese (8 oz)<br>1 canned chipotle chile pepper marinated<br>1 teaspoon chicken bouillon powder<br>,"Blend the four ingredients and they are well integrated, refrigerate it for 30 minutes before serving.","¼ liter of cream<br>1 cream cheese (8 oz)<br>1 canned chipotle chile pepper marinated<br>1 teaspoon chicken bouillon powder<br><br>Blend the four ingredients and they are well integrated, refrigerate it for 30 minutes before serving."
14,Dip de Curry,Curry Dip,10,20,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",14,0,1/2 taza de Mayonesa<br>3 cucharadas de Jugo de limón<br>3 cucharadas de Pimiento morrón rojo <br>1 cucharada de Cebolla finamente picada <br>2 cucharaditas de polvo de curry (o a tu gusto)<br>1 cucharadita de salsa inglesa (worcestershire)<br>½ cucharadita de ajo en polvo<br>1-½ cucharadita de salsa Tabasco<br>Pimienta al gusto<br>,"Combina  en  un  tazón  la  mayonesa,  el  curry,  jugo  de  limón,  la  cebolla  picada  las  salsas  y condimentos.<br>Es  un  dip  perfecto  para  acompañar  manzana  pelada  y  cortada  en  rajas,  peras,  apio,  zanahoria pepinos y jícama. El pimiento rojo pártelo por la mitad, límpiale las semillas y puedes servir el dip en él.","1/2 taza de Mayonesa<br>3 cucharadas de Jugo de limón<br>3 cucharadas de Pimiento morrón rojo <br>1 cucharada de Cebolla finamente picada <br>2 cucharaditas de polvo de curry (o a tu gusto)<br>1 cucharadita de salsa inglesa (worcestershire)<br>½ cucharadita de ajo en polvo<br>1-½ cucharadita de salsa Tabasco<br>Pimienta al gusto<br><br>Combina  en  un  tazón  la  mayonesa,  el  curry,  jugo  de  limón,  la  cebolla  picada  las  salsas  y condimentos.<br>Es  un  dip  perfecto  para  acompañar  manzana  pelada  y  cortada  en  rajas,  peras,  apio,  zanahoria pepinos y jícama. El pimiento rojo pártelo por la mitad, límpiale las semillas y puedes servir el dip en él.",1/2 cup of Mayonnaise<br>3 tablespoons lemon juice<br>3 tablespoons red bell pepper<br>1 tablespoon of onion finely chopped<br>2 teaspoons curry powder (or to your taste)<br>1 teaspoon Worcestershire sauce<br>½ teaspoon garlic powder<br>1-½ teaspoon Tabasco sauce<br>Pepper to taste<br>,"Combine mayonnaise, curry, lemon juice, chopped onion, sauces and seasonings in a bowl.<br>It is a perfect dip to accompany peeled and sliced apple, pears, celery, carrot, cucumbers and jicama. Cut the red pepper in half, clean the seeds and you can serve the dip in it.","1/2 cup of Mayonnaise<br>3 tablespoons lemon juice<br>3 tablespoons red bell pepper<br>1 tablespoon of onion finely chopped<br>2 teaspoons curry powder (or to your taste)<br>1 teaspoon Worcestershire sauce<br>½ teaspoon garlic powder<br>1-½ teaspoon Tabasco sauce<br>Pepper to taste<br><br>Combine mayonnaise, curry, lemon juice, chopped onion, sauces and seasonings in a bowl.<br>It is a perfect dip to accompany peeled and sliced apple, pears, celery, carrot, cucumbers and jicama. Cut the red pepper in half, clean the seeds and you can serve the dip in it."
15,Fondeu de Queso,Cheese Fondue,10,5,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",14,1,250 gr. queso gruyer o chihuahua rallado<br>Pan bolillo (para hacer crotones)<br>8 oz vino blanco<br>Kirsh (aguardiente de cereza) Paprika<br>Salsa inglesa (worcestershire) Maizena<br>Ajo<br>Salsa Tabasco (opcional)<br>,"En una olla, pon el vino a fuego medio a que se caliente, agrega el queso rallado y el diente de ajo exprimido. Menea frecuentemente. Agrega un chorrito de kirsh, paprika, salsa inglesa, pimienta a que se diluya todo.<br>La Maizena la diluyes en un poquito de agua y se la agregas, ya que estén todos los ingredientes integrados sácala del fuego.<br>Tip: para cortar la hebra agrega una puntita de cucharadita de bicarbonato de sodio.<br> <br>Pásalo al  ‘dish’ de fondeu, y sirve los crotones.","250 gr. queso gruyer o chihuahua rallado<br>Pan bolillo (para hacer crotones)<br>8 oz vino blanco<br>Kirsh (aguardiente de cereza) Paprika<br>Salsa inglesa (worcestershire) Maizena<br>Ajo<br>Salsa Tabasco (opcional)<br><br>En una olla, pon el vino a fuego medio a que se caliente, agrega el queso rallado y el diente de ajo exprimido. Menea frecuentemente. Agrega un chorrito de kirsh, paprika, salsa inglesa, pimienta a que se diluya todo.<br>La Maizena la diluyes en un poquito de agua y se la agregas, ya que estén todos los ingredientes integrados sácala del fuego.<br>Tip: para cortar la hebra agrega una puntita de cucharadita de bicarbonato de sodio.<br> <br>Pásalo al  ‘dish’ de fondeu, y sirve los crotones.",250 gr. Gruy¨re cheese or grated chihuahua<br>Bolillo bread (to make croutons)<br>8 oz white wine<br>Kirsh (cherry brandy) Paprika<br>Worcestershire sauce Maizena<br>Garlic<br>Tabasco sauce (optional)<br>,"In a saucepan, put the wine over medium heat to warm it, add the grated cheese and the squeezed garlic clove. He wags frequently. Add a splash of œkirsh, paprika, Worcestershire sauce, pepper to dilute everything.<br>The cornstarch you dilute it in a little water and add it, since all the ingredients are integrated, remove it from the heat.<br>Tip: to cut the strand add a teaspoon tip of baking soda.<br> <br>Transfer it to the fondeu ˜dish™, and serve the croutons.","250 gr. Gruy¨re cheese or grated chihuahua<br>Bolillo bread (to make croutons)<br>8 oz white wine<br>Kirsh (cherry brandy) Paprika<br>Worcestershire sauce Maizena<br>Garlic<br>Tabasco sauce (optional)<br><br>In a saucepan, put the wine over medium heat to warm it, add the grated cheese and the squeezed garlic clove. He wags frequently. Add a splash of œkirsh, paprika, Worcestershire sauce, pepper to dilute everything.<br>The cornstarch you dilute it in a little water and add it, since all the ingredients are integrated, remove it from the heat.<br>Tip: to cut the strand add a teaspoon tip of baking soda.<br> <br>Transfer it to the fondeu ˜dish™, and serve the croutons."
16,Salsa de Arándanos,Cranberry Sauce,10,30,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",15,1,4 tazas de arándanos frescos<br>3 tazas de agua<br>½ taza de azúcar<br>1 naranja entera                                                                         <br>¼ cucharadita clavo en polvo<br>½ taza de piñas picada y drenada<br>½ taza nuez picada<br>Canela al gusto<br>,"En una olla pon a hervir el agua y la azúcar.  Agrega los arándanos, deja que hierva a fuego lento y cuando se abran es que ya están listas. La naranja se corta en gajos con la pura pulpa y se le agrega a la olla, al igual que la piña, y las especies.<br>Se licua todo, y al final se le agrega la nuez picada.  Déjala enfriar. Perfecto acompañante para pavo.  ","4 tazas de arándanos frescos<br>3 tazas de agua<br>½ taza de azúcar<br>1 naranja entera                                                                         <br>¼ cucharadita clavo en polvo<br>½ taza de piñas picada y drenada<br>½ taza nuez picada<br>Canela al gusto<br><br>En una olla pon a hervir el agua y la azúcar.  Agrega los arándanos, deja que hierva a fuego lento y cuando se abran es que ya están listas. La naranja se corta en gajos con la pura pulpa y se le agrega a la olla, al igual que la piña, y las especies.<br>Se licua todo, y al final se le agrega la nuez picada.  Déjala enfriar. Perfecto acompañante para pavo.  ",4 cups fresh blueberries<br>3 cups of water<br>½ cup of sugar<br>1 whole orange<br>¼ teaspoon ground cloves<br>½ cup pineapple chopped and drained<br>½ cup chopped walnut<br>Cinnamon to taste<br>,"In a pot, bring the water and sugar to a boil. Add the blueberries, let them simmer and when they open, they are ready. The orange is cut into wedges with the pure pulp and is added to the pot, like the pineapple, and the spices.<br>Everything is blended, and at the end the chopped walnut is added. Let it cool down. Perfect companion for turkey.","4 cups fresh blueberries<br>3 cups of water<br>½ cup of sugar<br>1 whole orange<br>¼ teaspoon ground cloves<br>½ cup pineapple chopped and drained<br>½ cup chopped walnut<br>Cinnamon to taste<br><br>In a pot, bring the water and sugar to a boil. Add the blueberries, let them simmer and when they open, they are ready. The orange is cut into wedges with the pure pulp and is added to the pot, like the pineapple, and the spices.<br>Everything is blended, and at the end the chopped walnut is added. Let it cool down. Perfect companion for turkey."
17,Salsa Blanca,White Salsa,10,30,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",15,0,"1 cebolla chica finamente picada <br>½ chile morrón verde, rojo, anaranjado y amarillo, cortados en cuadritos pequeños <br>1 diente de ajo exprimido o picado finamente<br>1 taza de leche de vaca<br>1 taza de leche evaporada <br>1 barra de mantequilla<br>3 cucharaditas de consomé de pollo en polvo<br>Pimienta al gusto <br>1 cucharada de aceite de olivo <br>2 cucharadas de harina<br>Champiñones cortados chiquitos (opcional)<br>","En un sartén se derrite la mantequilla y agrega la cucharada de aceite de olivo, añade, el ajo los chiles  a  que  se  frían,  a  fuego  lento. Agrega  las  cucharas  de  harina  para  que  espese,  agrega  las leches poco a poco sin dejar de menear, en seguida  los champiñones, la pimienta y el consomé de pollo.<br> <br>Esta salsa se puede servir sobre pollo al horno, frito o cocido. En volovanes con el pollo desmenuzado.","1 cebolla chica finamente picada <br>½ chile morrón verde, rojo, anaranjado y amarillo, cortados en cuadritos pequeños <br>1 diente de ajo exprimido o picado finamente<br>1 taza de leche de vaca<br>1 taza de leche evaporada <br>1 barra de mantequilla<br>3 cucharaditas de consomé de pollo en polvo<br>Pimienta al gusto <br>1 cucharada de aceite de olivo <br>2 cucharadas de harina<br>Champiñones cortados chiquitos (opcional)<br><br>En un sartén se derrite la mantequilla y agrega la cucharada de aceite de olivo, añade, el ajo los chiles  a  que  se  frían,  a  fuego  lento. Agrega  las  cucharas  de  harina  para  que  espese,  agrega  las leches poco a poco sin dejar de menear, en seguida  los champiñones, la pimienta y el consomé de pollo.<br> <br>Esta salsa se puede servir sobre pollo al horno, frito o cocido. En volovanes con el pollo desmenuzado.","1 small onion finely chopped<br>½ green, red, orange and yellow bell pepper, cut into small squares<br>1 garlic clove, squeezed or finely chopped<br>1 cup of cow's milk<br>1 cup of evaporated milk<br>1 bar of butter<br>3 teaspoons chicken bouillon powder<br>Pepper to taste<br>1 tablespoon of olive oil<br>2 tablespoons flour<br>Small cut mushrooms (optional)<br>","In a pan melt the butter and add the tablespoon of olive oil, add the garlic, the chilies to which they are fried, over low heat. Add the spoons of flour to thicken it, add the milk little by little without stopping stirring, then the mushrooms, pepper and chicken consomm.<br> <br>This sauce can be served over baked, fried, or cooked chicken. In volovanes with the shredded chicken.","1 small onion finely chopped<br>½ green, red, orange and yellow bell pepper, cut into small squares<br>1 garlic clove, squeezed or finely chopped<br>1 cup of cow's milk<br>1 cup of evaporated milk<br>1 bar of butter<br>3 teaspoons chicken bouillon powder<br>Pepper to taste<br>1 tablespoon of olive oil<br>2 tablespoons flour<br>Small cut mushrooms (optional)<br><br>In a pan melt the butter and add the tablespoon of olive oil, add the garlic, the chilies to which they are fried, over low heat. Add the spoons of flour to thicken it, add the milk little by little without stopping stirring, then the mushrooms, pepper and chicken consomm.<br> <br>This sauce can be served over baked, fried, or cooked chicken. In volovanes with the shredded chicken."
18,Salsa Borracha,Drunk Sauce,10,30,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",16,0,1 cebolla chica finamente picada<br>6 chiles serranos cortados en rodajas<br>2 tomates cortado finamente<br>Cilantro al gusto picado finamente<br>1 cerveza (355 ml) Sal y pimienta <br>,"En  un sartén con aceite se  fríen los ingredientes en este orden, cebolla, chile, tomate y por último el cilantro, sazónalo con sal y pimienta y una cerveza. Déjalo a fuego lento por 10 minutos.<br>Se sirve caliente.<br>Excelente para servirla con carne asada.","1 cebolla chica finamente picada<br>6 chiles serranos cortados en rodajas<br>2 tomates cortado finamente<br>Cilantro al gusto picado finamente<br>1 cerveza (355 ml) Sal y pimienta <br><br>En  un sartén con aceite se  fríen los ingredientes en este orden, cebolla, chile, tomate y por último el cilantro, sazónalo con sal y pimienta y una cerveza. Déjalo a fuego lento por 10 minutos.<br>Se sirve caliente.<br>Excelente para servirla con carne asada.",1 small onion finely chopped<br>6 serrano peppers cut into slices<br>2 tomatoes finely chopped<br>Coriander to taste finely chopped<br>1 beer (355 ml) Salt and pepper<br>,"In a frying pan with oil, fry the ingredients in this order, onion, chili, tomato and finally the coriander, season it with salt and pepper and a beer. Let it simmer for 10 minutes.<br>It is served hot.<br>Excellent to serve with roast beef.","1 small onion finely chopped<br>6 serrano peppers cut into slices<br>2 tomatoes finely chopped<br>Coriander to taste finely chopped<br>1 beer (355 ml) Salt and pepper<br><br>In a frying pan with oil, fry the ingredients in this order, onion, chili, tomato and finally the coriander, season it with salt and pepper and a beer. Let it simmer for 10 minutes.<br>It is served hot.<br>Excellent to serve with roast beef."
19,Salsa Bechamel,Bechamel Sauce,20,45,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",16,0,½  barra de mantequilla<br>3  cucharaditas de harina Cebollín al gusto<br>1 taza de leche evaporada <br>1 taza de leche de vaca Queso parmesano al gusto Sal y pimienta<br>,"En un sartén derrite la mantequilla, agrega el cebollín y la harina a que se dore, añade las leches, déjalo a fuego lento y sin dejar de menear hasta que espese, por último se le agrega el queso al gusto, pimienta y sal.","½  barra de mantequilla<br>3  cucharaditas de harina Cebollín al gusto<br>1 taza de leche evaporada <br>1 taza de leche de vaca Queso parmesano al gusto Sal y pimienta<br><br>En un sartén derrite la mantequilla, agrega el cebollín y la harina a que se dore, añade las leches, déjalo a fuego lento y sin dejar de menear hasta que espese, por último se le agrega el queso al gusto, pimienta y sal.",½ stick of butter<br>3 teaspoons of Chives flour to taste<br>1 cup of evaporated milk<br>1 cup of cow's milk Parmesan cheese to taste Salt and pepper<br>,"In a frying pan, melt the butter, add the chives and the flour to brown, add the milk, leave it over low heat and without stopping stirring until it thickens, finally add the cheese to taste, pepper and salt.","½ stick of butter<br>3 teaspoons of Chives flour to taste<br>1 cup of evaporated milk<br>1 cup of cow's milk Parmesan cheese to taste Salt and pepper<br><br>In a frying pan, melt the butter, add the chives and the flour to brown, add the milk, leave it over low heat and without stopping stirring until it thickens, finally add the cheese to taste, pepper and salt."
20,Salsa de Chile de Árbol con Cacahuate,Tree Chili Sauce with Peanut,10,60,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",16,0,15 Chiles de árbol <br>½ taza cacahuate (mani)<br>1 pizca de clavo<br>Pimienta al gusto <br>½  cucharadita de orégano<br>1 cucharada de vinagre<br>½ taza de agua <br>½ cucharadita de sal<br>,"Se dora ligeramente el chile de árbol en aceite, los cacahuates (maní) solo a que doren, sácalos de la lumbre al molerlos agrega una cucharada de vinagre, y el resto de los ingredientes.","15 Chiles de árbol <br>½ taza cacahuate (mani)<br>1 pizca de clavo<br>Pimienta al gusto <br>½  cucharadita de orégano<br>1 cucharada de vinagre<br>½ taza de agua <br>½ cucharadita de sal<br><br>Se dora ligeramente el chile de árbol en aceite, los cacahuates (maní) solo a que doren, sácalos de la lumbre al molerlos agrega una cucharada de vinagre, y el resto de los ingredientes.",15 Arbol Chiles<br>½ cup peanut (peanut)<br>1 pinch of cloves<br>Pepper to taste<br>½ teaspoon oregano<br>1 tablespoon of vinegar<br>½ cup of water<br>½ teaspoon of salt<br>,"Lightly brown the chile de arbol in oil, the peanuts (peanuts) just to brown, remove them from the fire when grinding them add a tablespoon of vinegar, and the rest of the ingredients.","15 Arbol Chiles<br>½ cup peanut (peanut)<br>1 pinch of cloves<br>Pepper to taste<br>½ teaspoon oregano<br>1 tablespoon of vinegar<br>½ cup of water<br>½ teaspoon of salt<br><br>Lightly brown the chile de arbol in oil, the peanuts (peanuts) just to brown, remove them from the fire when grinding them add a tablespoon of vinegar, and the rest of the ingredients."
21,Salsa Chilena,Chilena Sauce,10,30,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",17,0,1 huevo <br>8 chiles serranos cortados<br>4 chiles jalapeños cortados<br>Cilantro al gusto<br>1 cucharada  de cebolla picada<br>1 ½  cucharaditas de consomé de pollo en polvo <br>1 diente de ajo<br>Aceite de cocinar<br>,"Se ponen en la licuadora los ingredientes y los mueles, le vas agregando aceite poco a poco  hasta que espese (como si fuera una mayonesa, entre más aceite le pongas más espesa)","1 huevo <br>8 chiles serranos cortados<br>4 chiles jalapeños cortados<br>Cilantro al gusto<br>1 cucharada  de cebolla picada<br>1 ½  cucharaditas de consomé de pollo en polvo <br>1 diente de ajo<br>Aceite de cocinar<br><br>Se ponen en la licuadora los ingredientes y los mueles, le vas agregando aceite poco a poco  hasta que espese (como si fuera una mayonesa, entre más aceite le pongas más espesa)","1 egg<br>8 serrano peppers cut<br>4 jalapeno peppers, chopped<br>Coriander to taste<br>1 tablespoon onion, minced<br>1 ½ teaspoons chicken bouillon powder<br>1 clove garlic<br>Cooking oil<br>","Put the ingredients in the blender and grind them, you add oil little by little until it thickens (as if it were a mayonnaise, the more oil you put the thicker it)","1 egg<br>8 serrano peppers cut<br>4 jalapeno peppers, chopped<br>Coriander to taste<br>1 tablespoon onion, minced<br>1 ½ teaspoons chicken bouillon powder<br>1 clove garlic<br>Cooking oil<br><br>Put the ingredients in the blender and grind them, you add oil little by little until it thickens (as if it were a mayonnaise, the more oil you put the thicker it)"
22,Chile y Maggi,Chile and Maggi,5,15,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",17,0,15 chiles serranos cortado en rodajas <br>1 cebolla mediana picada finamente Jugo sazonador Maggi<br>Aceite pára freir<br>,"Calienta el aceite agrega la cebolla y el chile, deja freír hasta que la cebolla este transparente. Colócala en una salsera y cúbrela con jugo sazonador Maggi.","15 chiles serranos cortado en rodajas <br>1 cebolla mediana picada finamente Jugo sazonador Maggi<br>Aceite pára freir<br><br>Calienta el aceite agrega la cebolla y el chile, deja freír hasta que la cebolla este transparente. Colócala en una salsera y cúbrela con jugo sazonador Maggi.","15 serrano peppers cut into slices<br>1 medium onion, finely chopped Maggi seasoning juice<br>Oil for frying<br>","Heat the oil, add the onion and the chili, let it fry until the onion is transparent. Place it in a sauce boat and cover with Maggi seasoning juice.","15 serrano peppers cut into slices<br>1 medium onion, finely chopped Maggi seasoning juice<br>Oil for frying<br><br>Heat the oil, add the onion and the chili, let it fry until the onion is transparent. Place it in a sauce boat and cover with Maggi seasoning juice."
23,Salsa-Chicharrón Durito,Hard Pork Rind Salsa,5,30,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",18,0,½ kilo de tomate rojo <br>100 gr de tomatillo <br>15 chiles de árbol<br>1 cucharadita  de orégano<br>1 cebolla mediana picada<br>2 limones<br>1 aguacate picado Sal al gusto<br>,"La cebolla picada la desflemas con el  jugo de limón, por 20 minutos.<br>Se pone a cocer el tomate rojo, el tomatillo y el chile de árbol en agua. Ya que esta cocida se licua con todo y el agua, agrega la sal.<br>Vacía  a  la  salsa  en  un  tazón,    agrega  la  cebolla  con  todo  y  el  jugo  de  limón,  el  aguacate    en pequeños trozos y el orégano molido con tus dedos.","½ kilo de tomate rojo <br>100 gr de tomatillo <br>15 chiles de árbol<br>1 cucharadita  de orégano<br>1 cebolla mediana picada<br>2 limones<br>1 aguacate picado Sal al gusto<br><br>La cebolla picada la desflemas con el  jugo de limón, por 20 minutos.<br>Se pone a cocer el tomate rojo, el tomatillo y el chile de árbol en agua. Ya que esta cocida se licua con todo y el agua, agrega la sal.<br>Vacía  a  la  salsa  en  un  tazón,    agrega  la  cebolla  con  todo  y  el  jugo  de  limón,  el  aguacate    en pequeños trozos y el orégano molido con tus dedos.","½ kilo of red tomato<br>100 gr of tomatillo<br>15 arbol chiles<br>1 teaspoon oregano<br>1 medium onion, chopped<br>2 lemons<br>1 chopped avocado Salt to taste<br>","The chopped onion is deflected with the lemon juice, for 20 minutes.<br>The red tomato, the tomatillo and the chile de arbol are cooked in water. Since it is cooked, it is liquefied with everything and the water, add the salt.<br>Pour the sauce into a bowl, add the onion with everything and the lemon juice, the avocado in small pieces and the ground oregano with your fingers.","½ kilo of red tomato<br>100 gr of tomatillo<br>15 arbol chiles<br>1 teaspoon oregano<br>1 medium onion, chopped<br>2 lemons<br>1 chopped avocado Salt to taste<br><br>The chopped onion is deflected with the lemon juice, for 20 minutes.<br>The red tomato, the tomatillo and the chile de arbol are cooked in water. Since it is cooked, it is liquefied with everything and the water, add the salt.<br>Pour the sauce into a bowl, add the onion with everything and the lemon juice, the avocado in small pieces and the ground oregano with your fingers."
24,Salsa diabla,Devil Salsa,5,30,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",18,0,10 chiles chipotles secos  <br>7 chiles morita secos  <br>1 diente de ajo pelado<br>1 diente de ajo picado <br>1/3 de cebolla picada finita <br>½ cucharadita de Jugo sazonador Maggi<br>,"Los chiles se hierven en agua con un diente de ajo pelado, ya que estén suaves se muelen en la licuadora  a  que  queden  bien  molidos.  Fríe    la  cebolla  y  el  ajo  en  aceite  y    vacíale  la  salsa.  Por ultimo ponle unas gotitas de jugo sazonador Maggi.","10 chiles chipotles secos  <br>7 chiles morita secos  <br>1 diente de ajo pelado<br>1 diente de ajo picado <br>1/3 de cebolla picada finita <br>½ cucharadita de Jugo sazonador Maggi<br><br>Los chiles se hierven en agua con un diente de ajo pelado, ya que estén suaves se muelen en la licuadora  a  que  queden  bien  molidos.  Fríe    la  cebolla  y  el  ajo  en  aceite  y    vacíale  la  salsa.  Por ultimo ponle unas gotitas de jugo sazonador Maggi.","10 dried chipotle peppers<br>7 dried morita peppers<br>1 garlic clove, peeled<br>1 clove garlic, minced<br>1/3 of onion finely chopped<br>½ teaspoon of Maggi Seasoning Juice<br>","The chilies are boiled in water with a peeled garlic clove, and when they are soft, they are ground in the blender until they are well ground. Fry the onion and garlic in oil and pour the sauce over it. Finally put a few drops of Maggi seasoning juice.","10 dried chipotle peppers<br>7 dried morita peppers<br>1 garlic clove, peeled<br>1 clove garlic, minced<br>1/3 of onion finely chopped<br>½ teaspoon of Maggi Seasoning Juice<br><br>The chilies are boiled in water with a peeled garlic clove, and when they are soft, they are ground in the blender until they are well ground. Fry the onion and garlic in oil and pour the sauce over it. Finally put a few drops of Maggi seasoning juice."
25,Salsa Italiana,Italian Salsa,5,30,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",18,0,1 manojo de albahaca<br>¼ taza de piñones<br>¼ taza de almendras<br>1 diente de ajo<br>Pimienta y sal al gusto          <br>½ taza de aceite de olivo                                           <br>,"Se muelen en la licuadora o en el procesador de alimentos todos los ingredientes, a que quede muy bien molido  y lo pones en un tazón con un cuchillito para untar. Sírvelo con pan tostado, o pita cortada en triángulos.","1 manojo de albahaca<br>¼ taza de piñones<br>¼ taza de almendras<br>1 diente de ajo<br>Pimienta y sal al gusto          <br>½ taza de aceite de olivo                                           <br><br>Se muelen en la licuadora o en el procesador de alimentos todos los ingredientes, a que quede muy bien molido  y lo pones en un tazón con un cuchillito para untar. Sírvelo con pan tostado, o pita cortada en triángulos.",1 bunch of basil<br>¼ cup pine nuts<br>¼ cup almonds<br>1 clove garlic<br>Pepper and salt to taste<br>½ cup olive oil<br>,"Grind all the ingredients in the blender or food processor, until it is very well ground, and put it in a bowl with a spreadable knife. Serve with toast, or pita cut into triangles.","1 bunch of basil<br>¼ cup pine nuts<br>¼ cup almonds<br>1 clove garlic<br>Pepper and salt to taste<br>½ cup olive oil<br><br>Grind all the ingredients in the blender or food processor, until it is very well ground, and put it in a bowl with a spreadable knife. Serve with toast, or pita cut into triangles."
26,Salsa Argentina para Carne,Argentinian Salsa for Meats,5,30,901,"Aderezos, Salsas y Dips","Dressings, Sauces, and Dips",19,0,½ taza de leche<br>½ taza de galleta salada molida<br>½ taza de mayonesa<br>1 cucharadita de mostaza<br>3 pimientos morrones de lata<br>2 dientes de ajo<br>Sal y pimienta<br>,Se muele todo en el procesador de alimentos o licuadora se sirve en un tazón para acompañar la carne de res.,½ taza de leche<br>½ taza de galleta salada molida<br>½ taza de mayonesa<br>1 cucharadita de mostaza<br>3 pimientos morrones de lata<br>2 dientes de ajo<br>Sal y pimienta<br><br>Se muele todo en el procesador de alimentos o licuadora se sirve en un tazón para acompañar la carne de res.,½ cup of milk<br>½ cup cracker cracker<br>½ cup of mayonnaise<br>1 teaspoon mustard<br>3 canned bell peppers<br>2 cloves of garlic<br>Salt and pepper<br>,Everything is ground in the food processor or blender and served in a bowl to accompany the beef.,½ cup of milk<br>½ cup cracker cracker<br>½ cup of mayonnaise<br>1 teaspoon mustard<br>3 canned bell peppers<br>2 cloves of garlic<br>Salt and pepper<br><br>Everything is ground in the food processor or blender and served in a bowl to accompany the beef.
